phi : -1.447503  x : 7.927147  y : 0.004628  deg : 141.115096
phi : 9.932791  x : 7.930106  y : 0.003858  deg : 144.090203
phi : 12.857917  x : 7.927099  y : 0.003805  deg : 147.011980
phi : 5.542977  x : 7.930119  y : 0.004081  deg : 142.907933
phi : 9.282179  x : 7.930122  y : 0.004131  deg : 142.117007
phi : -4.768279  x : 7.923089  y : 0.003692  deg : 149.001456
phi : 10.639294  x : 7.935170  y : 0.004693  deg : 135.609212
phi : -4.497630  x : 7.936132  y : 0.004107  deg : 138.570886
phi : -4.980186  x : 7.934155  y : 0.004514  deg : 138.078009
phi : 5.305792  x : 7.932087  y : 0.003430  deg : 145.858968
phi : 16.482216  x : 7.931091  y : 0.003535  deg : 139.313480
phi : 12.705220  x : 7.926092  y : 0.003683  deg : 145.647466
phi : 5.327944  x : 7.932089  y : 0.003486  deg : 141.561536
phi : 13.341439  x : 7.930147  y : 0.004539  deg : 138.532014
phi : 8.116102  x : 7.936166  y : 0.004601  deg : 135.627385
phi : 14.506647  x : 7.930122  y : 0.004132  deg : 143.615799
phi : 2.264105  x : 7.929076  y : 0.003280  deg : 141.102218
phi : 6.492257  x : 7.932096  y : 0.003606  deg : 143.459936
phi : 6.015043  x : 7.934132  y : 0.004178  deg : 139.370945
phi : 84.748463  x : 7.929126  y : 0.004224  deg : 144.089638
phi : -1.918565  x : 7.931099  y : 0.003686  deg : 140.188129
phi : 4.260467  x : 7.930094  y : 0.003622  deg : 140.283642
phi : 6.811867  x : 7.938095  y : 0.003433  deg : 139.826083
phi : 5.090418  x : 7.933086  y : 0.003387  deg : 142.102669
phi : -79.971404  x : 7.930100  y : 0.003744  deg : 139.683997
phi : 79.984027  x : 7.936107  y : 0.003706  deg : 136.180209
phi : 79.929522  x : 7.932087  y : 0.003447  deg : 142.094442
phi : -79.965819  x : 7.930086  y : 0.003474  deg : 142.905335
phi : 79.964129  x : 7.930095  y : 0.003652  deg : 140.759754
phi : -79.907650  x : 7.934096  y : 0.003563  deg : 137.905331
phi : 79.967718  x : 7.936108  y : 0.003720  deg : 135.917366
phi : 79.834002  x : 7.929076  y : 0.003278  deg : 145.854017
phi : 3.096840  x : 7.928100  y : 0.003791  deg : 142.481674
phi : -4.156710  x : 7.936102  y : 0.003613  deg : 139.013754
phi : -3.220832  x : 7.926064  y : 0.003071  deg : 150.871562
phi : 3.568652  x : 7.930085  y : 0.003447  deg : 144.927390
phi : 3.094816  x : 7.925075  y : 0.003352  deg : 148.188028
phi : 5.313499  x : 7.930106  y : 0.003846  deg : 140.850544
phi : -3.216692  x : 7.930084  y : 0.003429  deg : 144.941840
phi : -4.622328  x : 7.927092  y : 0.003655  deg : 144.880428
phi : -5.102713  x : 7.933114  y : 0.003904  deg : 137.909950
phi : -4.149514  x : 7.929089  y : 0.003561  deg : 144.125306
phi : -5.327535  x : 7.934106  y : 0.003737  deg : 139.254261
phi : -2.742126  x : 7.931097  y : 0.003655  deg : 141.963843
phi : -5.673488  x : 7.930122  y : 0.004123  deg : 137.623172
phi : -4.387236  x : 7.932101  y : 0.003712  deg : 140.870599
phi : -3.685056  x : 7.927115  y : 0.004098  deg : 138.782096
phi : -2.744976  x : 7.936112  y : 0.003779  deg : 137.864537
phi : -2.506901  x : 7.935110  y : 0.003771  deg : 138.423701
phi : 4.858503  x : 7.932111  y : 0.003892  deg : 138.718849
phi : -3.571943  x : 7.932104  y : 0.003758  deg : 139.582127
phi : -4.268993  x : 7.934111  y : 0.003829  deg : 138.423701
phi : 3.091782  x : 7.930105  y : 0.003836  deg : 140.608438
phi : -4.387236  x : 7.930102  y : 0.003782  deg : 141.152846
phi : -3.912891  x : 7.934115  y : 0.003896  deg : 138.115509
phi : -5.213839  x : 7.932099  y : 0.003660  deg : 141.164801
phi : -5.910075  x : 7.934095  y : 0.003534  deg : 141.431038
phi : 3.686173  x : 7.928099  y : 0.003772  deg : 142.497088
phi : -3.680591  x : 7.939142  y : 0.004158  deg : 129.591493
phi : -3.805896  x : 7.935123  y : 0.003989  deg : 135.231408
phi : -5.439641  x : 7.939126  y : 0.003921  deg : 132.814822
phi : -5.458206  x : 7.933101  y : 0.003681  deg : 140.100961
phi : -2.859124  x : 7.930118  y : 0.004070  deg : 138.166718
phi : -4.038289  x : 7.936097  y : 0.003519  deg : 139.847621
phi : -3.445686  x : 7.936138  y : 0.004205  deg : 134.732819
phi : -3.328125  x : 7.938116  y : 0.003789  deg : 135.746714
phi : -4.385996  x : 7.934135  y : 0.004219  deg : 136.335072
phi : -6.036739  x : 7.936108  y : 0.003710  deg : 140.426763
phi : -3.924470  x : 7.938123  y : 0.003910  deg : 134.634261
phi : 4.857179  x : 7.934119  y : 0.003966  deg : 138.554916
phi : 1.553818  x : 7.934102  y : 0.003672  deg : 139.810593
phi : 3.680591  x : 7.931126  y : 0.004170  deg : 137.785460
phi : 6.018404  x : 7.935100  y : 0.003608  deg : 140.568069
phi : -4.385996  x : 7.932113  y : 0.003913  deg : 138.950886
phi : 2.969089  x : 7.931108  y : 0.003867  deg : 141.037281
phi : 4.388477  x : 7.929088  y : 0.003529  deg : 143.651073
phi : -4.040649  x : 7.932121  y : 0.004052  deg : 139.083522
phi : 2.506901  x : 7.938135  y : 0.004093  deg : 132.714951
phi : 2.742126  x : 7.932082  y : 0.003346  deg : 143.429852
phi : -4.855856  x : 7.928098  y : 0.003756  deg : 143.010048
phi : -4.047738  x : 7.932107  y : 0.003813  deg : 140.285543
phi : -5.797002  x : 7.934111  y : 0.003834  deg : 136.920151
phi : 5.211066  x : 7.932117  y : 0.003994  deg : 138.132579
phi : 3.327072  x : 7.933088  y : 0.003429  deg : 143.316647
phi : -1.433184  x : 7.936115  y : 0.003831  deg : 135.567988
phi : -4.039469  x : 7.936090  y : 0.003387  deg : 141.216601
phi : 3.800207  x : 7.935092  y : 0.003464  deg : 140.194991
phi : -5.097244  x : 7.929086  y : 0.003486  deg : 142.936074
phi : 3.210494  x : 7.934096  y : 0.003561  deg : 141.156831
phi : -2.738332  x : 7.935128  y : 0.004082  deg : 137.399499
phi : -1.793748  x : 7.938180  y : 0.004726  deg : 133.878161
phi : -5.448199  x : 7.938190  y : 0.004847  deg : 134.266534
phi : 4.259251  x : 7.939299  y : 0.006032  deg : 130.324758
phi : 4.609532  x : 7.935231  y : 0.005477  deg : 135.416242
phi : 3.892153  x : 7.937181  y : 0.004772  deg : 137.405484
phi : 4.124452  x : 7.934172  y : 0.004765  deg : 138.109837
phi : 3.774169  x : 7.933163  y : 0.004673  deg : 139.000670
phi : 3.775296  x : 7.938225  y : 0.005278  deg : 135.866763
phi : 3.658366  x : 7.935148  y : 0.004391  deg : 138.876499
phi : 3.317616  x : 7.935180  y : 0.004832  deg : 134.736998
phi : 4.015956  x : 7.931176  y : 0.004927  deg : 139.655008
phi : 5.072727  x : 7.938190  y : 0.004852  deg : 133.761529
phi : 4.951068  x : 7.930115  y : 0.004015  deg : 146.212173
phi : 2.484319  x : 7.935170  y : 0.004699  deg : 136.104500
phi : 5.184825  x : 7.933197  y : 0.005139  deg : 136.850867
phi : 1.659431  x : 7.940209  y : 0.005004  deg : 131.215536
phi : 3.892153  x : 7.939191  y : 0.004828  deg : 133.460456
phi : 3.550069  x : 7.933171  y : 0.004790  deg : 138.899994
phi : 5.777698  x : 7.936171  y : 0.004669  deg : 138.316394
phi : 3.554432  x : 7.937182  y : 0.004791  deg : 133.638645
phi : 5.884527  x : 7.930133  y : 0.004315  deg : 144.965512
phi : 2.718504  x : 7.935138  y : 0.004228  deg : 143.520214
phi : 3.194030  x : 7.933144  y : 0.004393  deg : 140.740604
phi : 5.312098  x : 7.938182  y : 0.004745  deg : 133.610513
phi : 4.125641  x : 7.933160  y : 0.004624  deg : 140.542646
phi : 4.722242  x : 7.933178  y : 0.004877  deg : 137.325944
phi : 5.296723  x : 7.932158  y : 0.004638  deg : 139.088752
phi : 4.138750  x : 7.935194  y : 0.005017  deg : 136.323018
phi : 4.253177  x : 7.937229  y : 0.005371  deg : 134.609194
phi : 3.785463  x : 7.930123  y : 0.004148  deg : 145.102868
phi : 2.132830  x : 7.931167  y : 0.004794  deg : 139.766198
phi : 4.119699  x : 7.936178  y : 0.004766  deg : 135.979327
phi : 5.292540  x : 7.936185  y : 0.004865  deg : 134.890666
phi : 4.014784  x : 7.938110  y : 0.003687  deg : 144.090931
phi : 4.135170  x : 7.933166  y : 0.004714  deg : 137.215024
phi : 4.840017  x : 7.939217  y : 0.005137  deg : 131.669175
phi : 3.780941  x : 7.933154  y : 0.004547  deg : 137.608425
phi : 1.898591  x : 7.931086  y : 0.003447  deg : 138.636305
phi : 4.837384  x : 7.927111  y : 0.004021  deg : 142.092744
phi : 5.653021  x : 7.936110  y : 0.003748  deg : 138.642947
phi : 4.960428  x : 7.940123  y : 0.003847  deg : 133.073593
phi : 5.535697  x : 7.937081  y : 0.003193  deg : 136.844528
phi : 4.368680  x : 7.939092  y : 0.003345  deg : 135.106787
phi : 4.841334  x : 7.932051  y : 0.002646  deg : 146.520261
phi : 4.832123  x : 7.933060  y : 0.002836  deg : 142.573873
phi : 4.133977  x : 7.932076  y : 0.003215  deg : 141.040297
phi : 4.124452  x : 7.931099  y : 0.003700  deg : 146.676285
phi : 4.006597  x : 7.934425  y : 0.007480  deg : 131.492447
phi : 3.535935  x : 5.576044  y : 0.014598  deg : -0.345062
phi : 4.584077  x : 7.162017  y : 0.005338  deg : -0.364949
phi : 6.555891  x : 7.908384  y : 0.021034  deg : 126.569645
phi : 84.482139  x : 7.925399  y : 0.019072  deg : 102.159075
phi : 84.757627  x : 7.583023  y : 0.004368  deg : -0.600154
phi : 10.051712  x : 7.860482  y : 0.026436  deg : 116.520737
phi : 11.563232  x : 7.816990  y : 0.033214  deg : 122.213376
phi : 89.616136  x : 5.622458  y : 0.046666  deg : -1.124459
phi : -5.517907  x : 5.414670  y : 0.058847  deg : 0.696068
phi : 84.645979  x : 5.306038  y : 0.074808  deg : 1.909376
phi : 84.649243  x : 7.791791  y : 0.175023  deg : 72.699262
phi : 11.924336  x : 7.671765  y : 0.199294  deg : 100.735220
phi : 9.902787  x : 7.756062  y : 0.231064  deg : 55.802493
phi : 6.838702  x : 7.661577  y : 0.247045  deg : 81.370986
phi : 6.068254  x : 7.586377  y : 0.275544  deg : 88.079542
phi : 4.455345  x : 7.522712  y : 0.298606  deg : 91.718653
phi : 3.166460  x : 7.465364  y : 0.325638  deg : 92.905103
phi : 0.811962  x : 7.487031  y : 0.365736  deg : 80.511921
phi : 40.982053  x : 7.424601  y : 0.208472  deg : 77.334119
phi : -3.905963  x : 7.381731  y : 0.165359  deg : 72.526432
phi : -40.588605  x : 7.332728  y : 0.145729  deg : 64.180300
phi : 22.057224  x : 7.296572  y : 0.110147  deg : 72.850517
phi : 84.635856  x : 3.432057  y : 0.022876  deg : 5.213065
phi : 84.639834  x : 7.531000  y : 0.000000  deg : 173.999999
phi : 84.623679  x : 8.000000  y : 0.000000  deg : -nan
phi : 84.641401  x : 8.000000  y : 0.000000  deg : -nan
phi : 84.671886  x : 7.488000  y : 0.000000  deg : 173.000000
phi : 59.568870  x : 8.000000  y : 0.000000  deg : -nan
phi : 48.799050  x : 7.556000  y : 0.000000  deg : 179.999999
phi : 29.185565  x : 6.535000  y : 0.000000  deg : 149.500000
phi : 9.936459  x : 8.000000  y : 0.000000  deg : -nan
phi : 8.514865  x : 3.806388  y : 0.568719  deg : 7.276921
phi : 33.877991  x : 3.860716  y : 0.574779  deg : 7.844486
phi : 29.927261  x : 3.962388  y : 0.565350  deg : 7.779220
phi : 21.116061  x : 4.008939  y : 0.529249  deg : 7.696157
phi : -7.185290  x : -0.156165  y : 0.846740  deg : 4.073015
phi : -18.597685  x : 7.588000  y : 0.000000  deg : 179.499999
phi : 16.372852  x : 7.595000  y : 0.000000  deg : nan
phi : 30.178401  x : 7.587000  y : 0.000000  deg : 179.999998
phi : 52.918269  x : 7.588000  y : 0.000000  deg : 179.999999
phi : 49.028322  x : 6.447000  y : 0.000000  deg : 149.500000
phi : 31.424737  x : 6.547000  y : 0.000000  deg : nan
phi : 32.344211  x : 8.000000  y : 0.000000  deg : -nan
phi : 39.185195  x : 8.000000  y : 0.000000  deg : -nan
phi : 32.756733  x : 8.000000  y : 0.000000  deg : -nan
phi : 42.737983  x : 8.000000  y : 0.000000  deg : -nan
phi : 38.158992  x : 8.000000  y : 0.000000  deg : -nan
phi : 42.287769  x : 8.000000  y : 0.000000  deg : -nan
phi : 41.069561  x : 8.000000  y : 0.000000  deg : -nan
phi : 59.770094  x : 8.000000  y : 0.000000  deg : -nan
phi : 55.943254  x : 8.000000  y : 0.000000  deg : -nan
phi : 49.289470  x : 8.000000  y : 0.000000  deg : -nan
phi : 49.571367  x : 8.000000  y : 0.000000  deg : -nan
phi : 17.609436  x : 8.000000  y : 0.000000  deg : -nan
phi : 35.514686  x : 8.000000  y : 0.000000  deg : -nan
phi : -4.314412  x : 8.000000  y : 0.000000  deg : -nan
phi : 15.568769  x : 8.000000  y : 0.000000  deg : -nan
phi : 2.500000  x : 8.000000  y : 0.000000  deg : -nan
phi : -0.453618  x : 8.000000  y : 0.000000  deg : -nan
phi : 1.822766  x : 8.000000  y : 0.000000  deg : -nan
phi : -17.349839  x : 8.000000  y : 0.000000  deg : -nan
phi : 22.702863  x : 8.000000  y : 0.000000  deg : -nan
phi : 41.690833  x : 8.000000  y : 0.000000  deg : -nan
phi : -12.876375  x : 8.000000  y : 0.000000  deg : -nan
phi : 37.314111  x : 7.606000  y : 0.000000  deg : nan
phi : 28.270352  x : 7.606000  y : 0.000000  deg : nan
phi : 24.714353  x : 7.632000  y : 0.000000  deg : 179.999999
phi : 31.419913  x : 7.632000  y : 0.000000  deg : 179.999999
phi : 32.353287  x : 7.623000  y : 0.000000  deg : 178.999998
phi : 24.795063  x : 7.618000  y : 0.000000  deg : nan
phi : 11.054893  x : 7.039012  y : 0.107660  deg : 62.607769
phi : -2.278268  x : 8.000000  y : 0.000000  deg : -nan
phi : -7.094103  x : 8.000000  y : 0.000000  deg : -nan
phi : 13.395443  x : 2.505210  y : 0.744518  deg : -2.466319
phi : -6.506658  x : 2.692635  y : 0.490686  deg : 0.217805
phi : -1.954571  x : 8.000000  y : 0.000000  deg : -nan
phi : 24.847183  x : 6.301000  y : 0.000000  deg : 145.000000
phi : 32.092235  x : 8.000000  y : 0.000000  deg : -nan
phi : 42.013208  x : 8.000000  y : 0.000000  deg : -nan
phi : 44.720977  x : 7.602000  y : 0.000000  deg : nan
phi : 33.790553  x : 8.000000  y : 0.000000  deg : -nan
phi : 16.372852  x : 8.000000  y : 0.000000  deg : -nan
phi : 28.504749  x : 8.000000  y : 0.000000  deg : -nan
phi : 47.187450  x : 8.000000  y : 0.000000  deg : -nan
phi : 60.731256  x : 8.000000  y : 0.000000  deg : -nan
phi : 84.755260  x : 8.000000  y : 0.000000  deg : -nan
phi : 84.684384  x : 8.000000  y : 0.000000  deg : -nan
phi : -26.147481  x : 8.000000  y : 0.000000  deg : -nan
phi : -19.538005  x : 8.000000  y : 0.000000  deg : -nan
phi : -16.963302  x : 8.000000  y : 0.000000  deg : -nan
phi : 9.298934  x : 8.000000  y : 0.000000  deg : -nan
phi : 13.877223  x : 8.000000  y : 0.000000  deg : -nan
phi : 10.209498  x : 8.000000  y : 0.000000  deg : -nan
phi : -7.699263  x : 8.000000  y : 0.000000  deg : -nan
phi : -4.473011  x : 8.000000  y : 0.000000  deg : -nan
phi : 0.382820  x : 8.000000  y : 0.000000  deg : -nan
phi : -4.801024  x : 8.000000  y : 0.000000  deg : -nan
phi : -13.699925  x : 8.000000  y : 0.000000  deg : -nan
phi : 15.927668  x : 8.000000  y : 0.000000  deg : -nan
phi : 12.243948  x : 8.000000  y : 0.000000  deg : -nan
phi : 6.657176  x : 8.000000  y : 0.000000  deg : -nan
phi : 1.232295  x : 8.000000  y : 0.000000  deg : -nan
phi : -0.659793  x : 8.000000  y : 0.000000  deg : -nan
phi : 6.544829  x : 8.000000  y : 0.000000  deg : -nan
phi : 16.554577  x : 8.000000  y : 0.000000  deg : -nan
phi : 21.460266  x : 8.000000  y : 0.000000  deg : -nan
phi : 19.969224  x : 8.000000  y : 0.000000  deg : -nan
phi : 25.969151  x : 8.000000  y : 0.000000  deg : -nan
phi : 30.902231  x : 8.000000  y : 0.000000  deg : -nan
phi : 31.123823  x : 8.000000  y : 0.000000  deg : -nan
phi : 26.676357  x : 3.825552  y : 0.725364  deg : 5.142546
phi : 14.098959  x : 3.729171  y : 0.731373  deg : 5.032450
phi : 21.777600  x : 3.449000  y : 0.000000  deg : 175.750000
phi : 35.603623  x : 3.176417  y : 0.692224  deg : 3.333346
phi : -89.183377  x : 8.000000  y : 0.000000  deg : -nan
phi : 0.245602  x : 3.619000  y : 0.000000  deg : 175.500000
phi : 40.212573  x : 3.430000  y : 0.000000  deg : 177.750000
phi : 35.954266  x : 4.165000  y : 0.000000  deg : 178.250000
phi : 32.007628  x : 3.189035  y : 0.681542  deg : 6.686881
phi : 26.756317  x : 3.341177  y : 0.664685  deg : 4.880277
phi : 25.079913  x : 0.352000  y : 0.000000  deg : 180.000000
phi : 29.279126  x : 3.197446  y : 0.662251  deg : 3.148686
phi : 21.774662  x : 3.507773  y : 0.635819  deg : 2.694006
phi : 85.135576  x : 3.532690  y : 0.619066  deg : 2.610377
phi : 18.623656  x : 3.565991  y : 0.596861  deg : 2.333506
phi : 12.823883  x : 3.627000  y : 0.000000  deg : 175.500000
phi : 16.623737  x : 0.235727  y : 0.680077  deg : 3.744208
phi : 15.017347  x : 3.772000  y : 0.000000  deg : 179.250000
phi : 19.002530  x : 6.561000  y : 0.000000  deg : nan
phi : 9.195505  x : 7.369830  y : 0.085917  deg : 108.236187
phi : 4.373301  x : 7.418824  y : 0.066781  deg : 100.445077
phi : 84.334949  x : 7.408475  y : 0.023716  deg : 117.704095
phi : -5.982392  x : 7.463386  y : 0.060373  deg : 109.580796
phi : -83.189597  x : 7.350732  y : 0.118538  deg : 131.653333
phi : -4.562034  x : 3.973000  y : 0.000000  deg : 0.000000
phi : 84.536517  x : 3.972000  y : 0.000000  deg : 0.000000
phi : 84.526311  x : 4.802000  y : 0.000000  deg : 180.000000
phi : 59.304280  x : 6.926000  y : 0.000000  deg : 174.250000
phi : -15.666431  x : 7.414031  y : -0.006014  deg : 179.411987
phi : 4.299530  x : 7.790280  y : 0.010835  deg : 128.292511
phi : 10.526269  x : 7.825321  y : 0.010589  deg : 58.780854
phi : 12.891466  x : 7.744078  y : 0.006336  deg : 155.831813
phi : 83.831785  x : 7.580056  y : 0.006875  deg : 15.312026
phi : 83.528713  x : 7.545000  y : 0.000000  deg : nan
phi : -25.334597  x : 7.888109  y : 0.004944  deg : 35.719900
phi : -31.876439  x : 7.845001  y : -0.000669  deg : 149.502879
phi : -41.210360  x : 7.942014  y : 0.001274  deg : 101.991143
phi : -57.292549  x : 7.874034  y : 0.002907  deg : 21.928110
phi : 83.211376  x : 7.944039  y : 0.002086  deg : 43.615370
phi : 83.058724  x : 7.908035  y : 0.002549  deg : 27.662216
phi : 82.805346  x : 7.923002  y : -0.000580  deg : 143.818445
phi : -5.235277  x : 7.909028  y : 0.002251  deg : 21.582600
phi : -43.721612  x : 0.475045  y : 0.026013  deg : -0.198067
phi : 82.386169  x : 7.918010  y : 0.001285  deg : 156.852315
phi : -80.282466  x : 7.938010  y : 0.001125  deg : 153.960461
phi : -75.108574  x : 7.939018  y : 0.001482  deg : 146.607853
phi : -69.335020  x : 7.927016  y : 0.001505  deg : 152.318645
phi : -23.404304  x : 7.976008  y : 0.000613  deg : 98.537415
phi : 84.512750  x : 7.946001  y : -0.000259  deg : 141.725252
phi : 84.711118  x : 7.929003  y : -0.000598  deg : 147.767239
phi : 84.516228  x : 7.933022  y : 0.001717  deg : 147.281518
phi : 84.682977  x : 7.978009  y : 0.000625  deg : 93.622865
phi : 84.685551  x : 7.974004  y : 0.000431  deg : 113.299852
phi : 84.701502  x : 7.970001  y : 0.000181  deg : 126.905208
phi : 84.684698  x : 7.937021  y : 0.001615  deg : 147.530721
phi : 84.562776  x : 7.975007  y : 0.000590  deg : 102.397693
phi : 84.562332  x : 7.934003  y : -0.000625  deg : 147.457439
phi : 84.563297  x : 7.931003  y : -0.000648  deg : 147.712050
phi : 84.685535  x : 7.929003  y : -0.000616  deg : 148.002648
phi : 84.570839  x : 7.931003  y : -0.000662  deg : 147.699892
phi : 84.560411  x : 7.933003  y : -0.000611  deg : 147.727858
phi : 84.687838  x : 7.931037  y : 0.002244  deg : 146.636019
phi : 84.682839  x : 7.978057  y : 0.001583  deg : 97.873119
phi : 84.695486  x : 7.974072  y : 0.001935  deg : 101.732092
phi : 84.688199  x : 7.978072  y : 0.001779  deg : 84.611846
phi : 84.696969  x : 7.974068  y : 0.001876  deg : 109.861455
phi : 84.789174  x : 7.973089  y : 0.002192  deg : 101.343308
phi : 84.645590  x : 7.973069  y : 0.001928  deg : 117.406067
phi : 84.570310  x : 7.972080  y : 0.002111  deg : 112.925880
phi : 84.496588  x : 7.974090  y : 0.002157  deg : 102.240425
phi : 84.446321  x : 7.924072  y : 0.003317  deg : 145.748851
phi : 84.415868  x : 7.972075  y : 0.002054  deg : 118.293012
phi : 84.418493  x : 7.976077  y : 0.001924  deg : 105.152658
phi : 84.398415  x : 7.921065  y : 0.003203  deg : 148.175984
phi : 84.404148  x : 7.975087  y : 0.002083  deg : 96.721228
phi : 84.411725  x : 7.977087  y : 0.001999  deg : 93.264175
phi : 84.406421  x : 7.977089  y : 0.002019  deg : 89.214868
phi : 84.420499  x : 7.976085  y : 0.002023  deg : 94.915749
phi : 84.409623  x : 7.978083  y : 0.001913  deg : 81.512006
phi : 84.439614  x : 7.975084  y : 0.002052  deg : 104.292101
phi : 84.423675  x : 7.977077  y : 0.001881  deg : 101.059481
phi : 84.421640  x : 7.973065  y : 0.001875  deg : 121.018571
phi : 84.411632  x : 7.974089  y : 0.002153  deg : 99.751124
phi : 84.420939  x : 7.975092  y : 0.002141  deg : 91.586126
phi : 84.422333  x : 7.975087  y : 0.002085  deg : 100.214979
phi : 84.417685  x : 7.978071  y : 0.001769  deg : 107.138774
phi : 84.419619  x : 7.976080  y : 0.001957  deg : 101.073207
phi : 84.416271  x : 7.973075  y : 0.002007  deg : 114.986776
phi : 84.401117  x : 7.975093  y : 0.002156  deg : 83.802139
phi : 84.386024  x : 7.977086  y : 0.001989  deg : 83.787761
phi : 84.404648  x : 7.974085  y : 0.002106  deg : 104.353602
phi : 84.408182  x : 7.975082  y : 0.002024  deg : 102.856502
phi : 84.408784  x : 7.973087  y : 0.002161  deg : 106.159649
phi : 84.416891  x : 7.969079  y : 0.002215  deg : 119.902373
phi : 84.420763  x : 7.975074  y : 0.001916  deg : 110.855314
phi : 84.398048  x : 7.975080  y : 0.001992  deg : 108.429278
phi : 84.448410  x : 7.977084  y : 0.001968  deg : 78.840618
phi : 84.438783  x : 7.975091  y : 0.002129  deg : 76.865026
phi : 84.448913  x : 7.977079  y : 0.001908  deg : 95.240462
phi : 84.422452  x : 7.976079  y : 0.001944  deg : 99.853710
phi : 84.411635  x : 7.924071  y : 0.003284  deg : 145.773807
phi : 84.415561  x : 7.921068  y : 0.003273  deg : 145.875246
phi : 84.419478  x : 7.977079  y : 0.001900  deg : 82.511257
phi : 84.470905  x : 7.977099  y : 0.002135  deg : 96.923216
phi : 84.474538  x : 7.975093  y : 0.002160  deg : 67.544594
phi : 84.509395  x : 7.972006  y : 0.000558  deg : 108.358773
phi : 84.573634  x : 7.973035  y : 0.001365  deg : 112.352974
phi : 60.912389  x : 7.973005  y : 0.000512  deg : 109.414027
phi : 35.874360  x : 7.977004  y : 0.000434  deg : 109.919913
phi : 84.658448  x : 7.974010  y : 0.000722  deg : 96.158135
phi : 84.656079  x : 7.977037  y : 0.001298  deg : 80.515507
phi : 84.666263  x : 7.977033  y : 0.001238  deg : 100.913746
phi : 84.665440  x : 7.946025  y : 0.001636  deg : 141.763983
phi : 84.655179  x : 7.945001  y : 0.000249  deg : 138.990225
phi : 84.524006  x : 7.939000  y : -0.000119  deg : 137.888160
phi : 84.655904  x : 7.915065  y : 0.003330  deg : 142.504936
phi : 84.651852  x : 7.897263  y : 0.007357  deg : 154.154164
phi : 84.660266  x : 7.955006  y : 0.009566  deg : 72.247849
phi : 84.656870  x : 5.411000  y : 0.000000  deg : 180.000000
phi : 5.226193  x : 7.794310  y : 0.023248  deg : 147.801460
phi : 42.864180  x : 7.897294  y : 0.007772  deg : 108.672780
phi : 59.431143  x : 6.765280  y : 0.026292  deg : 4.030131
phi : 89.647580  x : 0.440818  y : 0.111176  deg : -0.342615
phi : 89.644286  x : 7.797280  y : 0.058528  deg : 118.895914
phi : 89.621873  x : 0.468086  y : 0.127914  deg : -0.222953
phi : 5.739943  x : 7.870200  y : 0.069000  deg : 84.005499
phi : 84.151499  x : 7.839191  y : 0.007839  deg : 121.959036
phi : 11.673328  x : 7.868217  y : 0.007565  deg : 83.964640
phi : -25.419437  x : 7.867218  y : 0.007613  deg : 102.968425
